OccNo,OccClass,OccType,OccDate,OccTime,Province,Location,NearestLocationLongitude,NearestLocationLatitude,RegionOcc,RegionResponsible,PipelineOperator,FacilityName,FacilityType,PipelineName,PipelineType,ComponentAffected,ProductCarried,TypeOfProduct,DetectionMethod,LandUseType,EntityInvolved,HazardType,ThreatToPipeline,QuantityLost,QuantityRecovered,OccSummary,Fire,Explosion,ProductReleasedIndicator,ProductReleased,InterruptionOfPipelineOperations,Rupture,OperatedBeyondLimits,ProductLeftCoPropertyROW,TerrainEnvironmentalHazard,TSBDeployed,SignificantEnvironmentalImpact,ReportedDate,ReportedTime,TotalSeriousInjuries,TotalFatalInjuries
P13H0120,5,Incident,10/18/2013,12:00:00,Saskatchewan,Midale,-103.4,49.4,Winnipeg,HEAD OFFICE,Tundra Energy Marketing Limited,Midale Terminal,Terminal,0,0,0,Crude Oil,LVP,3rd Party / Other Company,Station Property,0,0,0,0.24,0.0,A truck unloading hose ruptured near the pump discharge. The hose was repaired by the trucking company.,False,False,True,Crude Oil,False,0,0,0,0,False,False,10/18/2013,09:00:00,0,0
P13H0121,5,Incident,11/22/2013,14:57:00,Alberta,Fort Saskatchewan,-113.21666667,53.71666667,Winnipeg,HEAD OFFICE,Kinder Morgan Cochin Ulc,Fort Saskatchewan Station,Receipt / Delivery Facility,0,0,0,0,0,SCADA,Station Property,0,0,0,0.0,0.0,A supplier to the Cochin storage facility had an upset condition which resulted in a higher pressure to Cochin's injection site. The pressure did not exceed the design pressure but did exceed an NEB safety order by 110%. (SO-K077-005-2012 which limits the system's operating pressure to 600psig) The overpressure event lasted between 3 and 5 minutes before the pressure decreased and held at around 300 psi. There was no damage to the pipeline.,False,False,False,0,False,0,True,0,0,False,False,11/22/2013,19:30:00,0,0
P13H0122,5,Incident,11/18/2013,08:00:00,British Columbia,Fort Nelson,-122.71666667,58.8,Vancouver,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Fort Nelson Gas Plant,Gas Processing Plant,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),Station Property,0,0,0,9.5,0.0,Natural gas was leaking from a tube in the E Regan Heater. The heater was taken offline to inspect and to make repairs. The immediate cause of the incident was an internal tube leak near the tubesheet of the dehydration regeneration gas heater. The cause of the failed tube was flow assisted erosion/corrosion.,False,False,True,Natural Gas,False,0,0,0,0,False,False,11/21/2013,12:20:00,0,0
P13H0123,5,Incident,11/23/2013,14:00:00,British Columbia,Fort Nelson,-122.71666667,58.8,Vancouver,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Fort Nelson Gas Plant,Gas Processing Plant,0,0,0,Other,OTHER,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,Acid gas was leaking from a tube in the MEA Still Overhead Cooler bundle. C and D Process Trains were taken offline until the tube has been repaired. The leak was caused by a hole in a cooler bundle tube. the hole was caused by under deposit corrosion. The overhead cooler bundle has been isolated and removed from service until it can be replaced.,False,False,True,Other,False,0,0,0,0,False,False,11/24/2013,03:00:00,0,0
P13H0124,5,Incident,11/25/2013,11:40:00,Alberta,Edmonton,-113.46666667,53.55,Edmonton,HEAD OFFICE,Enbridge Pipelines Inc.,Edmonton Terminal,Terminal,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,20.0,20.0,Condensate was leaking from a tank side valve flange of a manifold valve. The flange was re-torqued. The flange was part of a PLM work package that occurred on November 23 2013. The flange had been incorrectly torqued at the time of the work package.,False,False,True,Crude Oil,False,0,0,0,0,False,False,11/25/2013,14:05:00,0,0
P13H0125,5,Accident,11/26/2013,23:24:00,Alberta,Boyle,-112.81666667,54.58333333,Edmonton,HEAD OFFICE,Nova Gas Transmission Ltd.,0,0,Nps 16 Flat Lake Lateral Loop,Transmission Line,0,Natural Gas,GAS,SCADA,Marginal Land,0,0,0,0.0,0.0,The SCADA system identified a pressure drop on the suction side of the NOVA Hanmore Compressor Station. Isolation of the affected section of the Flat Lake Lateral Loop was performed. The rupture site was located and pressure in the 3 adjacent pipelines has been reduced to 80% of discovery pressure.,False,False,True,Natural Gas,True,True,0,0,0,False,False,11/27/2013,12:20:00,0,0
P13H0126,5,Incident,12/1/2013,15:00:00,Saskatchewan,Regina,-104.61666667,50.45,Winnipeg,HEAD OFFICE,Enbridge Pipelines Inc.,Regina Terminal,Terminal,0,0,0,0,0,SCADA,Station Property,0,0,0,0.0,0.0,"Following a delivery into tankage, some crude oil was trapped between the Co-op isolation valve and the Enbridge valve. Some fluid expansion occurred, resulting in an increase in pressure. The Enbridge valve was not sealing fully allowing a small amount of product to pass into the downstream piping. As the pressure occurred in the downstream piping, the Enbridge control centre relieved the pressure to tankage.  The Control Centre performed this operation 3 times. After confirming with the Co-op that it's pressure was 110psig, it was decided to reseal the Enbridge valve by opening and closing it. When the valve was opened, product was released and an overpressure of 199% occurred on the downstream piping. A downstream gasket released a small amount of product which relieved the pressure. A visual inspection of the above ground flanges did not indicate any other signs of leaking. The line was shut down and isolated until an Engineering Assessment was completed and identified repairs/actions were completed, including installation of a thermal relief valve.",False,False,False,0,False,0,True,0,0,False,False,12/2/2013,11:45:00,0,0
P13H0127,5,Incident,12/5/2013,01:00:00,Ontario,Dryden (Nw. Of Wabigoon Lake),-92.83333333,49.775,Winnipeg,HEAD OFFICE,Transcanada Pipelines Ltd.,Compressor Station 55,Compressor Station,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,Natural gas was leaking from a crack in the threads of a NPS 1/2 suction sensing valve inside  the unit C valves. The valve was replaced. Vibration was the underlying cause.,False,False,True,Natural Gas,False,0,0,0,0,False,False,12/5/2013,20:05:00,0,0
P13H0129,5,Incident,12/9/2013,11:00:00,New Brunswick,Moncton,-64.80305556,46.11583333,Dartmouth,HEAD OFFICE,Maritimes & Northeast Pipeline Management Ltd.,Moncton Pressure Reducing Station,Other,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,"The regulator on the fuel gas line failed resulting in the release of natural gas through the pressure relief valve, as designed.",False,False,True,Natural Gas,False,0,0,0,0,False,False,12/9/2013,13:00:00,0,0
P13H0130,5,Incident,12/11/2013,07:45:00,Nova Scotia,Goldboro,-61.65,45.18333333,Dartmouth,HEAD OFFICE,Maritimes & Northeast Pipeline Management Ltd.,Encana Meter Station,Meter Station,0,0,0,Natural Gas,GAS,3rd Party / Other Company,Station Property,0,0,0,0.0,0.0,"The 1/2"" thermal relief valve on the body of the 16"" filter isolation valve failed and released natural gas to atmosphere. The release was noticed by Encana personnel who in turn notified Maritimes & Northeast Pipeline. The relief valve was replaced with a 1/2"" pipe plug.",False,False,True,Natural Gas,False,0,0,0,0,False,False,12/11/2013,08:12:00,0,0
P13H0131,5,Incident,12/11/2013,09:45:00,British Columbia,Chetwynd,0.0,0.0,Vancouver,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Pine River Gas Plant,Gas Processing Plant,0,0,0,Other,OTHER,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,"The valve broke off the 1"" sample line on the #2 converter releasing sulpher dioxide and hydrogen sulphide. The valve broke when an operator was attempting to operate the valve. The nipple had corroded. The nipple was re-threaded and a new valve was installed.",False,False,True,Other,False,0,0,0,0,False,False,12/11/2013,12:12:00,0,0
P13H0132,5,Incident,12/15/2013,04:15:00,British Columbia,Elko,-115.11666667,49.3,Vancouver,HEAD OFFICE,Foothills Pipe Lines Ltd.,Compressor Station 2A,Compressor Station,0,0,0,Natural Gas,GAS,SCADA,Station Property,0,0,0,0.0,0.0,"Natural gas was released through a cracked fitting on a 1"" fuel gas supply line on compressor unit A. The supply line was taken out of service for repairs.The investigation into the fuel gas supply line (supply line) failure has confirmed that the engine was experiencing vibration during operation. The supply line ties directly into the engine.  The supply line failed as a result of vibration induced fatigue.",False,False,True,Natural Gas,False,0,0,0,0,False,False,12/16/2013,10:45:00,0,0
P13H0134,5,Incident,7/20/2013,12:00:00,Quebec,Montréal-Est,-73.51666667,45.63333333,Head Office,HEAD OFFICE,Trans-Northern Pipelines Inc.,0,0,Mainline Nps 16,Transmission Line,Pipe / Piping,Refined Products,LVP,SCADA,Developed Land - Industrial,0,0,0,0.0,0.0,"During a historical review of pipeline pressure data within the Montreal Station, an overpressure was identified and reported.",False,False,False,0,False,False,True,False,False,0,0,9/21/2017,12:25:00,0,0
P13H0135,5,Incident,6/19/2013,12:00:00,Quebec,Montréal-Est,-73.51666667,45.63333333,Head Office,HEAD OFFICE,Trans-Northern Pipelines Inc.,0,0,Mainline Nps 16,Transmission Line,Pipe / Piping,Refined Products,LVP,SCADA,Developed Land - Industrial,0,0,0,0.0,0.0,"During a historical review of pipeline pressure data, an over-pressure in excess of 110% was discovered.",False,False,False,0,False,False,True,False,False,0,0,9/21/2017,12:33:00,0,0
P14H0001,5,Incident,1/3/2014,09:00:00,British Columbia,Dawson Creek,-120.23333333,55.76666667,Vancouver,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),0,0,"24 "" Grizzly (Sour)",Gathering Line,0,0,0,Employee / Contractor (Onsite),Marginal Land,0,0,0,0.0,0.0,"During snow removal activities, a grader struck a 4"" surface flare line on the 16"" Grizzly Valley sending barrel. The line was scratched. It had been depressurized at the time of impact.",False,False,False,0,False,0,0,0,0,False,False,1/9/2014,17:15:00,0,0
P14H0002,5,Incident,1/6/2014,09:00:00,British Columbia,Chetwynd,0.0,0.0,Vancouver,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Pine River Gas Plant,Gas Processing Plant,0,0,0,Other,OTHER,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,"A 3"" crack occurred on the 30"" elbow on the south end of Train B Sulphur Plant 3B converter. Pin holes were discovered on the inside radius of the elbow. Train 3B has been shut down. The immediate and basic cause of the incident was internal corrosion which caused inlet elbow holes in a localized area.",False,False,True,Other,False,0,0,0,0,False,False,1/9/2014,17:00:00,0,0
P14H0003,5,Incident,1/8/2014,14:00:00,New Brunswick,Moncton,-64.80305556,46.11583333,Dartmouth,HEAD OFFICE,Maritimes & Northeast Pipeline Management Ltd.,Moncton Pressure Reducing Station,Other,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,"The upstream regulator froze, and as per design, failed in the open position. The regulator relief valve opened, as per design. An in-line heater will be installed to prevent freeze-ups.",False,False,True,Natural Gas,False,0,0,0,0,False,False,1/8/2014,15:23:00,0,0
P14H0004,5,Incident,1/11/2014,01:00:00,British Columbia,Dawson Creek,-120.23333333,55.76666667,Vancouver,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Dawson Creek Gas Plant,Gas Processing Plant,0,0,0,Other,OTHER,Employee / Contractor (Onsite),Station Property,0,0,0,1.09,0.0,"A vent was inadvertently left open on a truck when the pup tank was depressured prior to loading. During the subsequent loading of the tank, propane was released when it reached the vent. The vent was imediately closed. Approximately 90% of the propane vapourized.",False,False,True,Other,False,0,0,0,0,False,False,1/11/2014,17:15:00,0,0
P14H0005,5,Incident,1/11/2014,10:00:00,Manitoba,Ile Des Chênes,-96.98833333,49.71055556,Winnipeg,HEAD OFFICE,Transcanada Pipelines Ltd.,Compressor Station 41,Compressor Station,0,0,0,Other,OTHER,SCADA,Station Property,0,0,0,2.0,0.0,"An insulator in the F Plant sub-station failed. Some of the ceramic fragments contacted the side of the F Plant main transformer cooling fins, puncturing several holes and causing the transformer cooling oil to leak into the sub-station yard (2000L of cooling oil). The ceramic fragments also damaged the ceramic insulators for the other two phases. The F Plant was not running at the time of the failure. Personnel directed the leaking transformer oil into a containment pit and locked, tagged and isolated the powere feed to the F Plant pending a further investigation by the company.",False,False,True,Other,False,0,0,0,0,False,False,1/11/2014,13:34:00,0,0
P14H0006,5,Incident,1/12/2014,09:00:00,Alberta,Bowden,-114.03333333,51.91666667,Edmonton,HEAD OFFICE,Nova Gas Transmission Ltd.,0,0,Plains Mainline Loop,Transmission Line,0,Natural Gas,GAS,3rd Party / Other Company,Industrial,0,0,0,0.0,0.0,Natural gas was leaking from a threaded split NPS 1 valve on the upstream T of sales tap 4025 to the Crossroads Gas Co-op.The gas supply to the Co-op was isolated and the valve was replaced with a temporary valve. The sales tap will remain out of service pending completion of the valve replacement. The valve will be sent for to a lab for inspection and analysis.,False,False,True,Natural Gas,False,0,0,0,0,False,False,1/12/2014,15:00:00,0,0
P14H0007,5,Incident,1/10/2014,14:50:00,Saskatchewan,Bracken,-108.1,49.18333333,Winnipeg,HEAD OFFICE,Foothills Pipe Lines Ltd.,Compressor Station 393,Compressor Station,0,0,0,Natural Gas,GAS,SCADA,Station Property,0,0,0,429.0,0.0,"A power outage occurred but the station AC power supplyfailed to transfer to the APU due to a position limit switch on the Utility Main breaker not operating correctly . The air compressors ceased operation causing the air supply to bleed down. After the air pressure was reduced, the unit valve vent opened and released natural gas to atmosphere. In addition, the unit suction and discharge valves could not close because they are electrically driven. TCPL technicians closed the station's side valves to prevent further gas release. TransCanada is correcting the power transfer issue.The set screws that secure the electrical drum limit switch actuator to the breaker output lever had become loose preventing the switch from operating as designed. The screws loosened from the high impact forces imparted by the operating springs of the breaker when it opens or closes.",False,False,True,Natural Gas,False,0,0,0,0,False,False,1/14/2014,16:00:00,0,0
P14H0008,5,Incident,1/15/2014,14:40:00,British Columbia,Fort Nelson,-122.71666667,58.8,Vancouver,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Fort Nelson Gas Plant,Gas Processing Plant,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,Natural gas was leaking from the shoulder plugs on the tubesheet of F train Regen dehydration regeneration overhead condenser as a result of damaged plugs.  The equipment was isolated and depressured. The immediate and basic cause of the leak was overtorquing of the shoulder plugs which resulted in galling and damage to the threads.,False,False,True,Natural Gas,False,0,0,0,0,False,False,1/15/2014,21:15:00,0,0
P14H0009,5,Incident,1/16/2014,19:30:00,New Brunswick,Saint John,-66.03888889,45.25916667,Dartmouth,HEAD OFFICE,Maritimes & Northeast Pipeline Management Ltd.,St. John Pressure Reducing Station,Other,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),Station Property,0,0,0,2.0,0.0,Natural gas was leaking from a fitting. The fitting was tightened and the leak stopped.,False,False,True,Natural Gas,False,0,0,0,0,False,False,1/16/2014,20:48:00,0,0
P14H0010,5,Incident,1/18/2014,10:51:00,Saskatchewan,Regina,-104.61666667,50.45,Winnipeg,HEAD OFFICE,Enbridge Pipelines Inc.,Rowatt Station,Pump Station,0,0,0,Crude Oil,LVP,3rd Party / Other Company,Station Property,0,0,0,20.0,0.0,Between 15 - 20cu.m. of synthetic crude oil was released from a collar on an above ground stainless steel braided hose.   The hose runs to a pressure transducer. The majority of the oil was contained on company property. However an adjacent agricultural field (37 200 sq.m.) was impacted by a fine spray that lay on top of the snow. The station was shut down and isolated. Enbridge plans to replace all steel braided hoses prior to re-starting the station.,False,False,True,Crude Oil,True,0,0,0,0,False,False,1/18/2014,13:30:00,0,0
P13H0136,5,Incident,11/27/2013,12:00:00,Ontario,Stratton,-94.16305556,48.6825,Head Office,HEAD OFFICE,Centra Transmission Holdings Inc.,0,0,Mainline Ontario Pipeline,Transmission Line,Pipe / Piping,Natural Gas,GAS,Other Control System,Water / Wetlands,0,Hydrotechnical / River Erosion,0,0.0,0.0,"During a routine leak survey approximately 2 meters of exposed pipe was discovered at Cameron Creek, a small creek located approximately 1 1/2 km east of Stratton, Ontario.The exposed pipe is low risk to the integrity of the pipeline and the company is working with the Ontario MNR to ensure that any environmental concerns with mitigating the exposed pipe are addressed.",False,False,False,0,False,False,False,0,True,0,0,4/1/2018,13:55:00,0,0
P14H0012,5,Incident,1/22/2014,10:24:00,Alberta,Wildwood,-115.23333333,53.61666667,Edmonton,HEAD OFFICE,Trans Mountain Pipeline Ulc,Chip Pump Station,Pump Station,0,0,Pigging Component,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,2.7,2.7,"During routine maintenance activities at Chip Pump Station, approximately 2.7 cu.m. of crude oil was released from a 2 inch pig signal fitting on the discharge side of the station. All free product was contained on site and has been collected.",False,False,True,Crude Oil,False,0,0,0,0,False,False,0,0,0,0
P14H0014,5,Incident,2/7/2014,16:29:00,New Brunswick,Fredericton,-66.66666667,45.94527778,Dartmouth,HEAD OFFICE,Maritimes & Northeast Pipeline Management Ltd.,Waasis Meter Station,Meter Station,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,Natural gas leaked from a solenoid valve.,False,False,True,Natural Gas,False,0,0,0,0,False,False,2/7/2014,16:45:00,0,0
P14H0015,5,Incident,2/16/2014,07:45:00,Alberta,Edmonton,-113.46666667,53.55,Edmonton,HEAD OFFICE,Enbridge Pipelines Inc.,Edmonton Terminal,Terminal,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,5.0,0.0,"During a routine check of the terminal, terminal operators discovered a leaking gasket on a tank water drain valve. The product was contained in the tank bermed area. The leaking flange/gasket was isolated and replaced.",False,False,True,Crude Oil,False,0,0,0,0,False,False,2/16/2014,16:09:00,0,0
P14H0017,5,Accident,2/18/2014,05:01:00,Alberta,Rocky Mountain House,-114.91666667,52.36666667,Edmonton,HEAD OFFICE,Nova Gas Transmission Ltd.,0,0,Ferrier North Lateral Nps 18,Transmission Line,Pipe / Piping,Natural Gas,GAS,SCADA,Agricultural Cropland,0,0,0,0.0,0.0,Gas Control in Calgary received indication of a pipeline rupture. Both the Ferrier North Lateral and Ferrier South Lateral were shut-in and isolated. TSB investigator from Calgary deployed.,False,False,True,Natural Gas,True,True,0,0,0,True,False,2/18/2014,08:10:00,0,0
P14H0018,5,Incident,2/20/2014,12:00:00,British Columbia,Fort Nelson,-122.71666667,58.8,Vancouver,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),0,0,Yoyo Pipeline,Transmission Line,0,0,0,Employee / Contractor (Onsite),Marginal Land,3rd Party - Historically Unspecified,0,Other Threat,0.0,0.0,"A backhoe was working in the vicinity of the pipeline in preparation for a pipe replacement project. The backhoe broke through the ice and tipped on its side, possibly contacting the pipe. The section of pipe was isolated and blown down as a precaution. No damage to the pipeline was identified.The pipe replacement project has been completed. The portion of the existing line that was in the vicinity of the sunken excavator is not in service (and is inaccessible). The new pipe is in service in its place.The excavator was retrieved and demobilized from the site on Mar 1 2014.",False,False,False,0,True,0,0,0,0,False,False,2/24/2014,12:50:00,0,0
P14H0019,5,Incident,3/12/2014,15:18:00,Ontario,Maple (Within The City Of Burlington),-79.81666667,43.33333333,Toronto,HEAD OFFICE,Transcanada Pipelines Ltd.,Compressor Station 130,Compressor Station,0,0,0,Other,OTHER,Employee / Contractor (Onsite),Station Property,0,0,0,1.1365,1.13,"A leak occurred on one of the five glycol NPS 8 piping runs for unit A-4. Unit A-4 remains out of service. The piping cracked due to frost heaving. ""A"" Plant will be decommissioned in 2015.",False,False,True,Other,False,0,0,0,0,False,False,3/13/2014,11:25:00,0,0
P14H0020,5,Incident,3/12/2014,09:19:00,New Brunswick,Saint John,-66.03888889,45.25916667,Dartmouth,HEAD OFFICE,Maritimes & Northeast Pipeline Management Ltd.,Beaver Court Meter Station,Meter Station,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),Station Property,0,0,0,500.0,0.0,Natural gas was released from a pressure relief valve when water got under the valve seat and froze.,False,False,True,Natural Gas,False,0,0,0,0,False,False,3/13/2014,15:40:00,0,0
P14H0021,5,Incident,3/14/2014,01:32:00,Alberta,Hardisty,-111.3,52.66666667,Edmonton,HEAD OFFICE,Enbridge Pipelines Inc.,Hardisty Pump Station,Pump Station,0,0,0,Natural Gas Liquids / LPG,HVP,SCADA,Station Property,0,0,0,0.0,0.0,Line 1 was being shut down due to an unrelated issue when Edmonton Control Centre received a gas alarm from Hardisty Pump Station. The outboard seal on unit 2 had failed and NGL's were released. The seal will be replaced. the seal failed due to normal wear and tear.,False,False,True,Natural Gas Liquids / LPG,False,0,0,0,0,False,False,3/14/2014,06:10:00,0,0
P14H0022,5,Incident,3/15/2014,15:00:00,Saskatchewan,Midale,-103.4,49.4,Winnipeg,HEAD OFFICE,Tundra Energy Marketing Limited,Midale Terminal,Terminal,0,0,0,Crude Oil,LVP,3rd Party / Other Company,Station Property,0,0,0,1.75,1.7,High water content alarms began sounding while a truck was being unloaded. The driver switched to his high suction believing this would eliminate the problem. The alarms continued to sound and the driver left his truck to confer with an adjacent truck drive. At this time the Enbridge valve closed causing the truck unloading hose to pressure up and fail. The driver shut off the truck pump and closed his valves.,False,False,True,Crude Oil,False,0,0,0,0,False,False,3/17/2014,10:50:00,0,0
P14H0023,5,Incident,2/20/2014,12:00:00,Ontario,Westover,-80.08333333,43.33333333,Toronto,HEAD OFFICE,Enbridge Pipelines Inc.,0,0,Line 10,Transmission Line,0,Crude Oil,LVP,Employee / Contractor (Onsite),Marginal Land,0,0,0,0.0,0.0,"During an integrity dig, Enbridge personnel found a 3mm deep feature with linear indications that appeared to be weeping. The line was immediately shut down and isolated. A PLIDCO repair sleeve was installed over the defect and the line was re-started.",False,False,True,Crude Oil,False,0,0,0,0,False,False,3/14/2014,09:00:00,0,0
P13H0133,5,Incident,11/25/2013,09:00:00,Saskatchewan,Frobisher,-102.43333333,49.2,Winnipeg,HEAD OFFICE,Tundra Energy Marketing Limited,0,0,Mainline,Transmission Line,0,Crude Oil,LVP,Employee / Contractor (Onsite),Agricultural Cropland,0,0,0,0.0,0.0,A through wall crack was found during an integrity dig. The leak occurred at the location of the feature identified through the crack ILI. The line was repaired using a type-B sleeve.,False,False,True,Crude Oil,False,0,0,0,0,False,False,12/16/2013,12:00:00,0,0
P14H0025,5,Incident,3/21/2014,19:45:00,British Columbia,Fort Nelson,-122.71666667,58.8,Vancouver,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),0,0,Beaver River,Gathering Line,0,Sour Gas,GAS,SCADA,Marginal Land,0,0,0,606.0,0.0,"A stem seal gas leak occurred at the Beaver River scrubber outlet valve, MLV 405, and sour gas was released to atmosphere. This stem seal was replaced and valves in similar service were assessed and replaced as necessary.",False,False,True,Sour Gas,True,0,0,0,0,False,False,3/23/2014,15:30:00,0,0
P14H0026,5,Incident,3/25/2014,09:00:00,Alberta,Wainwright,-110.86666667,52.81666667,Edmonton,HEAD OFFICE,Kinder Morgan Cochin Ulc,Fabyan Pump Station,Pump Station,0,0,0,Liquefied Petroleum Gas,HVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.03,0.0,"The stem packing seal on a 2"" station discharge drain line failed and released propane to atmosphere. The pump station was not running at the time of the release. The drain valve was removed and the drain line was capped.",False,False,True,Liquefied Petroleum Gas,False,0,0,0,0,False,False,3/25/2014,13:00:00,0,0
P14H0027,5,Incident,3/27/2014,17:00:00,Alberta,Bassano,-112.46666667,50.78333333,Calgary,HEAD OFFICE,Nova Gas Transmission Ltd.,Bassano Meter Station,Meter Station,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,"An NPS 1.5"" ball valve and an NPS 1.5"" socket valve union on the Bassano Feeder Tap were leaking. The Feeder Tap was isolated from the 8"" Bassano Lateral and repairs were completed. Normal gas supply through the Feeder Tap was resumed.",False,False,True,Natural Gas,False,0,0,0,0,False,False,3/27/2014,21:20:00,0,0
P14H0028,5,Incident,3/31/2014,03:30:00,Alberta,Edmonton,-113.46666667,53.55,Edmonton,HEAD OFFICE,Enbridge Pipelines Inc.,Edmonton Terminal,Terminal,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,2.5,0.0,"Crude oil was leaking from a crack in a 1/2"" schedule 40 pipe nipple (used for grease seat sealant) on the side of a Line 2 block valve. The crack probably occurred due to frost heave. The block valve seat grease injection line was removed and the port plugged. The block valve body drain line was replaced with 1/2"" schedule 160 piping and fittings.",False,False,True,Crude Oil,False,0,0,0,0,False,False,4/1/2014,18:30:00,0,0
P14H0029,5,Incident,4/7/2014,15:30:00,Saskatchewan,Elbow,-106.58333333,51.11666667,Winnipeg,HEAD OFFICE,Kinder Morgan Cochin Ulc,Elbow Pump Station,Pump Station,0,0,0,Liquefied Petroleum Gas,HVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.14,0.0,Propane leaked from a fitting on the station suction valve at the Elbow Pump Station. The leak was discovered when the station was being recharged following maintenance work on the pump seals. The leak occurred due to the incorrect installation of the fitting and auxiliary tubing. The fitting and tubing were replaced.,False,False,True,Liquefied Petroleum Gas,False,0,0,0,0,False,False,4/7/2014,20:14:00,0,0
P14H0030,5,Incident,1/30/2014,08:30:00,Alberta,Hardisty,-111.3,52.66666667,Edmonton,HEAD OFFICE,Transcanada Keystone Pipeline Gp Ltd.,Hardisty Terminal,Terminal,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.01,0.0,"The threads of a plug on a NPS 3/4 valve plug were loose and crude oil seeped onto the ground. The valve plug was removed, inspected for damage and reinstalled. The threads were tightened for proper thread engagement and tightness. The valve was left in a locked closed position.",False,False,True,Crude Oil,False,0,0,0,0,False,False,4/9/2014,14:19:00,0,0
P14H0031,5,Incident,4/9/2014,08:00:00,Ontario,Sarnia,-82.38333333,42.96666667,Sarnia,HEAD OFFICE,Sun Pipeline Company,Sarnia Pump Station,Pump Station,0,0,0,Liquefied Petroleum Gas,HVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,LPG's were leaking from the threads on a plug on the door to the pig receiver. Repairs were made.,False,False,True,Liquefied Petroleum Gas,False,0,0,0,0,False,False,4/9/2014,19:04:00,0,0
P14H0032,5,Incident,3/11/2014,09:00:00,Ontario,Westover,-80.08333333,43.33333333,Toronto,HEAD OFFICE,Enbridge Pipelines Inc.,Westover Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,A small amount of crude oil leaked form a valve bonnet. Repairs were made.,False,False,True,Crude Oil,False,0,0,0,0,False,False,4/11/2014,12:00:00,0,0
P14H0033,5,Incident,3/19/2014,09:00:00,Saskatchewan,Kerrobert,-109.13333333,51.91666667,Winnipeg,HEAD OFFICE,Enbridge Pipelines Inc.,Kerrobert Terminal,Terminal,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,An o-ring on a meter failed and a small amount of crude oil was released. The o-ring was replaced.,False,False,True,Crude Oil,False,0,0,0,0,False,False,4/11/2014,12:00:00,0,0
P14H0034,5,Incident,3/20/2014,09:00:00,Alberta,Hardisty,-111.3,52.66666667,Edmonton,HEAD OFFICE,Enbridge Pipelines Inc.,Hardisty Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.01,0.01,A small amount of crude oil was leaking from the valve packing on a manifold valve. The valve packing was replaced.,False,False,True,Crude Oil,False,0,0,0,0,False,False,4/11/2014,12:00:00,0,0
P14H0036,5,Incident,4/10/2014,09:00:00,New Brunswick,Saint John,-66.03888889,45.25916667,Dartmouth,HEAD OFFICE,Maritimes & Northeast Pipeline Management Ltd.,Egbert St. Meter Station,Meter Station,0,0,0,Natural Gas,GAS,3rd Party / Other Company,Station Property,0,0,0,0.0,0.0,Natural gas was leaking from a relief valve that had not re-seated properly due to ice under the weather cap. The leak was detected by odour and the use of a gas detector. A replacement valve was ordered for installation in November 2014 during the next inspection.,False,False,True,Natural Gas,False,0,0,0,0,False,False,4/10/2014,08:48:00,0,0
